code,old_price,new_price,old_instock_sizes,new_instock_sizes,price_delta,stock_delta
MWB1164SN51,251.1,251.1,5,5,0.0,0
MWB1169OL51,179.1,179.1,5,5,0.0,0
MWB1169SN91,179.1,179.1,5,5,0.0,0
MWB1170NY71,242.1,242.1,5,5,0.0,0
MWB1170OL71,242.1,242.1,5,5,0.0,0
MWX0002OL71,287.1,287.1,8,8,0.0,0
MWX0004BK31,269.1,269.1,9,9,0.0,0
MWX0004BK51,131.1,131.1,2,2,0.0,0
MWX0004BR72,269.1,269.1,3,3,0.0,0
MWX0004GN71,269.1,269.1,8,8,0.0,0
MWX0004GY71,269.1,269.1,9,9,0.0,0
MWX0007BK91,,269.1,0,1,,1
MWX0007OL71,,359.1,0,5,,5
MWX0008NY91,233.1,233.1,7,7,0.0,0
MWX0010OL71,269.1,269.1,9,9,0.0,0
MWX0011SG31,193.45,193.45,7,7,0.0,0
MWX0017BE51,194.0,287.1,4,8,93.10000000000002,4
MWX0017BK91,194.0,287.1,7,8,93.10000000000002,1
MWX0017NY91,194.0,287.1,7,8,93.10000000000002,1
MWX0017OL99,194.0,287.1,0,8,93.10000000000002,8
MWX0017RU52,194.0,287.1,7,8,93.10000000000002,1
MWX0017SG91,194.0,287.1,8,8,93.10000000000002,0
MWX0018BE51,269.1,269.1,6,9,0.0,3
MWX0018BK91,269.1,269.1,6,9,0.0,3
MWX0018NY91,269.1,269.1,7,7,0.0,0
MWX0018RU52,269.1,219.95,4,0,-49.150000000000034,-4
MWX0018SG91,269.1,269.1,9,9,0.0,0
MWX0020BK71,215.1,284.05,1,5,68.95000000000002,4
MWX0020OL71,215.1,215.1,4,4,0.0,0
MWX0068BK91,287.1,287.1,4,4,0.0,0
MWX0086NY92,206.1,206.1,3,3,0.0,0
MWX0086OL71,222.95,251.1,1,5,28.150000000000006,4
MWX0337BK91,242.1,242.1,5,5,0.0,0
MWX0337BR31,242.1,242.1,6,6,0.0,0
MWX0337NY91,242.1,242.1,5,5,0.0,0
MWX0337SG91,242.1,242.1,4,4,0.0,0
MWX0339BK72,162.0,255.55,6,6,93.55000000000001,0
MWX0339NY92,162.0,255.55,4,7,93.55000000000001,3
MWX0339OL71,162.0,255.55,7,7,93.55000000000001,0
MWX0339RU91,162.0,242.1,6,7,80.1,1
MWX0340BK72,224.1,224.1,6,6,0.0,0
MWX0340NY93,224.1,224.1,3,3,0.0,0
MWX0340OL71,224.1,209.0,5,4,-15.099999999999994,-1
MWX0340RU91,238.95,238.95,5,5,0.0,0
MWX0340RU94,209.0,209.0,3,3,0.0,0
MWX0340SN91,224.1,224.1,3,3,0.0,0
MWX0465OL71,265.05,265.05,5,5,0.0,0
MWX0465SN31,265.05,265.05,4,4,0.0,0
MWX0566OL51,180.0,200.66,3,3,20.659999999999997,0
MWX0700NY51,206.0,251.1,3,5,45.099999999999994,2
MWX0700OL51,206.0,251.1,4,4,45.099999999999994,0
MWX0700RU71,206.0,251.1,3,3,45.099999999999994,0
MWX0723OL71,163.95,163.95,6,5,0.0,-1
MWX0726OL71,188.1,224.1,2,5,36.0,3
MWX0726RU91,198.95,198.95,5,5,0.0,0
MWX1106NY92,224.1,224.1,5,5,0.0,0
MWX1106SG51,224.1,224.1,5,5,0.0,0
MWX1212BK71,251.1,251.1,5,5,0.0,0
MWX1212NY92,251.1,251.1,5,5,0.0,0
MWX1212OL51,251.1,251.1,4,4,0.0,0
MWX1212SG51,251.1,251.1,3,3,0.0,0
MWX1212SN31,279.0,279.0,5,5,0.0,0
MWX1213NY92,206.1,206.1,6,6,0.0,0
MWX1213OL71,214.95,214.95,6,6,0.0,0
MWX1213RU91,206.1,242.1,1,6,36.0,5
MWX1350NY51,179.1,179.1,4,4,0.0,0
MWX1350OL51,179.1,179.1,1,1,0.0,0
MWX1350OL52,179.1,179.1,3,3,0.0,0
MWX1377OL51,224.1,224.1,3,3,0.0,0
MWX1377OL52,141.55,141.55,1,1,0.0,0
MWX1678BK91,242.1,242.1,6,6,0.0,0
MWX1678BR91,242.1,242.1,4,4,0.0,0
MWX1678GY93,242.1,242.1,7,7,0.0,0
MWX1678NY91,242.1,269.0,1,7,26.900000000000006,6
MWX1678OL51,242.1,242.1,7,7,0.0,0
MWX1678RE72,242.1,242.1,7,7,0.0,0
MWX1678SG91,242.1,242.1,7,7,0.0,0
MWX1678SN31,242.1,242.1,7,7,0.0,0
MWX1679BK91,299.0,299.0,7,7,0.0,0
MWX1679BL56,299.0,299.0,7,7,0.0,0
MWX1679GY93,299.0,299.0,7,7,0.0,0
MWX1679RE91,299.0,299.0,7,7,0.0,0
MWX1679SG91,299.0,299.0,7,7,0.0,0
MWX1853SG91,284.05,284.05,5,5,0.0,0
MWX2140BK11,251.1,251.1,6,6,0.0,0
MWX2140BR91,279.0,279.0,6,6,0.0,0
MWX2140NY91,251.1,251.1,6,6,0.0,0
MWX2140RU52,251.1,251.1,6,6,0.0,0
MWX2140SG91,251.1,251.1,6,6,0.0,0
MWX2205BR71,206.1,206.1,5,5,0.0,0
MWX2205NY92,206.1,206.1,5,5,0.0,0
MWX2205OL52,186.95,206.1,1,5,19.150000000000006,4
MWX2205OL71,206.1,206.1,4,4,0.0,0
MWX2237BK11,314.1,314.1,4,4,0.0,0
MWX2237NY51,314.1,314.1,5,5,0.0,0
MWX2237OL52,314.1,314.1,3,3,0.0,0
MWX2370BK71,263.2,263.2,3,3,0.0,0
MWX2379BK71,182.4,182.4,1,1,0.0,0
MWX2379GY93,223.2,223.2,4,4,0.0,0
MWX2384BK71,172.9,172.9,2,2,0.0,0
MWX2447NY52,251.1,251.1,5,5,0.0,0
MWX2447OL52,251.1,251.1,4,4,0.0,0
MWX2455SN31,251.1,251.1,3,3,0.0,0
MWX2458OL71,224.1,249.0,1,4,24.900000000000006,3
MWX2490NY51,188.37,188.37,2,2,0.0,0
MWX2490OL51,188.37,188.37,3,3,0.0,0
MWX2490OL53,269.1,269.1,5,5,0.0,0
MWX2492OL71,206.1,206.1,4,4,0.0,0
MWX2492SG51,206.1,206.1,4,4,0.0,0
MWX2494OL71,229.68,229.68,4,4,0.0,0
MWX2495SG51,269.0,269.0,7,7,0.0,0
MWX2496BK91,269.0,269.0,7,7,0.0,0
MWX2496SG91,269.0,269.0,7,7,0.0,0
MWX2497BK11,269.1,269.1,5,5,0.0,0
MWX2497SG91,269.1,269.1,6,6,0.0,0
MWX2499BK71,279.0,279.0,7,7,0.0,0
MWX2499OL71,279.0,279.0,7,7,0.0,0
MWX2499SG51,279.0,279.0,7,7,0.0,0
MWX2501BK71,251.1,251.1,3,3,0.0,0
MWX2508BK71,287.1,287.1,3,3,0.0,0
MWX2524BK71,269.1,269.1,4,4,0.0,0
MWX2526NY92,215.1,215.1,2,2,0.0,0
MWX2526OL99,215.1,215.1,4,4,0.0,0
MWX2527OL99,185.0,185.0,5,5,0.0,0
MWX2533NY51,224.1,224.1,4,4,0.0,0
MWX2533OL52,141.55,141.55,3,3,0.0,0
MWX2536GY71,260.1,260.1,4,4,0.0,0
MWX2536OL99,205.0,205.0,5,5,0.0,0
MWX2539BK71,209.0,209.0,5,5,0.0,0
MWX2540OL52,169.47,169.47,3,3,0.0,0
MWX2546OL75,269.1,269.1,5,5,0.0,0
MWX2569BR91,279.0,279.0,7,7,0.0,0
MWX2569NY92,279.0,279.0,7,7,0.0,0
MWX2579BR71,206.1,206.1,5,5,0.0,0
MWX2579NY92,206.1,206.1,5,5,0.0,0
MWX2584NY92,251.1,251.1,4,4,0.0,0
MWX2584SG51,251.1,251.1,5,5,0.0,0
MWX2584SN91,251.1,251.1,2,2,0.0,0
MWX2585SG51,269.1,269.1,5,5,0.0,0
MWX2588SG51,269.1,269.1,5,5,0.0,0
MWX2590RU91,251.1,251.1,0,0,0.0,0
MWX2592BK11,299.0,299.0,7,7,0.0,0
MWX2592SG71,299.0,299.0,7,7,0.0,0
MWX2595BR91,299.0,299.0,7,7,0.0,0
MWX2595SG51,299.0,299.0,7,7,0.0,0
MWX2596OL71,299.0,299.0,7,7,0.0,0
MWX2597OL71,299.0,299.0,7,7,0.0,0
MWX2604BK71,242.1,242.1,5,5,0.0,0
MWX2615BR71,242.1,242.1,5,5,0.0,0
MWX2615NY92,242.1,242.1,5,5,0.0,0
MWX2616BR71,269.1,269.1,5,5,0.0,0
MWX2616NY92,269.1,269.1,5,5,0.0,0
